# 指令元数据 - 指令名称和描述
FUSE_INSTRUCTION_BREAKPOINT_NAME,断点,Breakpoint
FUSE_INSTRUCTION_SET_SPRITE_FLIP_HORIZONTAL,水平,Horizontal
FUSE_INSTRUCTION_SET_SPRITE_FLIP_VERTICAL,垂直,Vertical
FUSE_INSTRUCTION_SET_SPRITE_FLIP_BOTH,双方向,Both
FUSE_LOG_SPRITE_FLIP_SET,已设置 {node} 翻转: H={h} V={v},Set {node} flip: H={h} V={v}
# =============================================
# SetGravityScale - 设置重力缩放
# =============================================
FUSE_INSTRUCTION_SET_GRAVITY_SCALE_NAME,设置重力缩放,Set Gravity Scale
FUSE_INSTRUCTION_SET_GRAVITY_SCALE_DESC,设置物理体的重力缩放值,Sets the gravity scale of a physics body
FUSE_INSTRUCTION_SET_GRAVITY_SCALE_RESOURCE_NAME,重力缩放: {target} = {scale},Gravity: {target} = {scale}
FUSE_INSTRUCTION_SET_GRAVITY_SCALE_DESCRIPTION,设置 {target} 重力缩放 = {scale},Set {target} gravity scale = {scale}
FUSE_LOG_GRAVITY_SCALE_SET,设置 {node} 重力缩放 = {scale},Set {node} gravity scale = {scale}
# =============================================
# EnableDisableCollision - 启用/禁用碰撞
# =============================================
FUSE_INSTRUCTION_ENABLE_DISABLE_COLLISION_NAME,启用/禁用碰撞,Enable/Disable Collision
FUSE_INSTRUCTION_ENABLE_DISABLE_COLLISION_DESC,启用或禁用碰撞对象的碰撞检测,Enables or disables collision detection for a collision object
FUSE_INSTRUCTION_ENABLE_DISABLE_COLLISION_RESOURCE_NAME,{action}: {target},{action}: {target}
FUSE_INSTRUCTION_ENABLE_DISABLE_COLLISION_DESCRIPTION,{action} {target} 的碰撞,{action} collision of {target}
FUSE_INSTRUCTION_ENABLE_DISABLE_COLLISION_ENABLE,启用,Enable
FUSE_INSTRUCTION_ENABLE_DISABLE_COLLISION_DISABLE,禁用,Disable
FUSE_LOG_COLLISION_ENABLED,已启用 {node} 碰撞,Enabled collision for {node}
FUSE_LOG_COLLISION_DISABLED,已禁用 {node} 碰撞,Disabled collision for {node}
# =============================================
# SetCollisionMask - 设置碰撞掩码
# =============================================
FUSE_INSTRUCTION_SET_COLLISION_MASK_ONLY_NAME,设置碰撞掩码,Set Collision Mask
FUSE_INSTRUCTION_SET_COLLISION_MASK_ONLY_DESC,设置 CollisionObject 的碰撞掩码,Sets the collision mask of a CollisionObject
FUSE_INSTRUCTION_SET_COLLISION_MASK_ONLY_RESOURCE_NAME,掩码: {target} = {mask},Mask: {target} = {mask}
FUSE_INSTRUCTION_SET_COLLISION_MASK_ONLY_DESCRIPTION,设置 {target} 碰撞掩码 = {mask},Set {target} collision mask = {mask}
FUSE_LOG_COLLISION_MASK_SET,设置 {node} 碰撞掩码 = {mask},Set {node} collision mask = {mask}
# =============================================
# SetAnimationTreeParameter - 设置动画树参数
# =============================================
FUSE_INSTRUCTION_SET_ANIM_TREE_PARAM_NAME,设置动画树参数,Set AnimTree Parameter
FUSE_INSTRUCTION_SET_ANIM_TREE_PARAM_DESC,设置 AnimationTree 节点的参数值,Sets a parameter value on an AnimationTree node
FUSE_INSTRUCTION_SET_ANIM_TREE_PARAM_RESOURCE_NAME,动画参数: {param} = {value},Anim Param: {param} = {value}
FUSE_INSTRUCTION_SET_ANIM_TREE_PARAM_DESCRIPTION,设置 {target}.{param} = {value},Set {target}.{param} = {value}
FUSE_LOG_ANIM_TREE_PARAM_SET,已设置动画树参数 {param} = {value},Set AnimTree param {param} = {value}
# =============================================
# SetUIColor - 设置 UI 颜色
# =============================================
FUSE_INSTRUCTION_SET_UI_COLOR_NAME,设置 UI 颜色,Set UI Color
FUSE_INSTRUCTION_SET_UI_COLOR_DESC,设置 Control 节点的 modulate/self_modulate 颜色,Sets modulate/self_modulate color of a Control node
FUSE_INSTRUCTION_SET_UI_COLOR_RESOURCE_NAME,UI 颜色: {target} → {color},UI Color: {target} → {color}
FUSE_INSTRUCTION_SET_UI_COLOR_DESCRIPTION,设置 {target} 颜色为 {color},Set {target} color to {color}
FUSE_LOG_UI_COLOR_SET,设置 {node} 颜色 = {color},Set {node} color = {color}
# =============================================
# SetMaterialProperty - 设置材质属性
# =============================================
FUSE_INSTRUCTION_SET_MATERIAL_PROPERTY_NAME,设置材质属性,Set Material Property
FUSE_INSTRUCTION_SET_MATERIAL_PROPERTY_DESC,设置节点材质的 shader 参数,Sets a shader parameter on a node's material
FUSE_INSTRUCTION_SET_MATERIAL_PROPERTY_RESOURCE_NAME,材质: {target}.{param} = {value},Material: {target}.{param} = {value}
FUSE_INSTRUCTION_SET_MATERIAL_PROPERTY_DESCRIPTION,设置 {target} 材质参数 {param} = {value},Set {target} material param {param} = {value}
FUSE_LOG_MATERIAL_PARAM_SET,设置材质参数 {param} = {value},Set material param {param} = {value}
FUSE_ERROR_NO_SHADER_MATERIAL,目标节点没有 ShaderMaterial,Target node has no ShaderMaterial
# =============================================
# AddVariable - 增加变量
# =============================================
FUSE_INSTRUCTION_ADD_VARIABLE_NAME,增加变量,Add Variable
FUSE_INSTRUCTION_ADD_VARIABLE_DESC,对变量执行加法运算,Performs addition on a variable
FUSE_INSTRUCTION_ADD_VARIABLE_RESOURCE_NAME,增加: [{scope}] {name} + {amount},Add: [{scope}] {name} + {amount}
FUSE_INSTRUCTION_ADD_VARIABLE_DESCRIPTION,[{scope}] {name} + {amount} = {result},[{scope}] {name} + {amount} = {result}
FUSE_LOG_VARIABLE_ADDED,{name} + {amount} = {result},{name} + {amount} = {result}
# =============================================
# ToggleVariable - 切换变量
# =============================================
FUSE_INSTRUCTION_TOGGLE_VARIABLE_NAME,切换变量,Toggle Variable
FUSE_INSTRUCTION_TOGGLE_VARIABLE_DESC,切换布尔变量的值 (true ↔ false),Toggles a boolean variable value
FUSE_INSTRUCTION_TOGGLE_VARIABLE_RESOURCE_NAME,切换: [{scope}] {name},Toggle: [{scope}] {name}
FUSE_INSTRUCTION_TOGGLE_VARIABLE_DESCRIPTION,切换 [{scope}] {name},Toggle [{scope}] {name}
FUSE_LOG_VARIABLE_TOGGLED,已切换变量 {name} → {value},Toggled variable {name} → {value}
# =============================================
# CheckOverlapArea - 检查区域重叠
# =============================================
FUSE_CONDITION_CHECK_OVERLAP_AREA_NAME,检查区域重叠,Check Overlap Area
FUSE_CONDITION_CHECK_OVERLAP_AREA_DESC,检查 Area2D/Area3D 是否有重叠体,Checks if an Area2D/Area3D has overlapping bodies
FUSE_CONDITION_CHECK_OVERLAP_AREA_FORMAT,重叠: {area},Overlap: {area}
FUSE_CONDITION_CHECK_OVERLAP_AREA_DESCRIPTION,{area} 有重叠体,{area} has overlapping bodies
FUSE_CONDITION_CHECK_OVERLAP_AREA_DESC_GROUP,{area} 有组 "{group}" 中的重叠体,{area} has overlapping bodies in group "{group}"
FUSE_LOG_OVERLAP_CHECK,检查 {area} 重叠: {result},Check {area} overlap: {result}
# =============================================
# CheckIsOnScreen - 检查是否在屏幕上
# =============================================
FUSE_CONDITION_CHECK_IS_ON_SCREEN_NAME,检查是否在屏幕上,Check Is On Screen
FUSE_CONDITION_CHECK_IS_ON_SCREEN_DESC,检查节点是否在屏幕视口内可见,Checks if a node is visible within the screen viewport
FUSE_CONDITION_CHECK_IS_ON_SCREEN_FORMAT,屏幕可见: {node},On Screen: {node}
FUSE_CONDITION_CHECK_IS_ON_SCREEN_DESCRIPTION,{node} 在屏幕上,{node} is on screen
FUSE_CONDITION_CHECK_IS_ON_SCREEN_NOT,{node} 不在屏幕上,{node} is not on screen
# =============================================
# OnInputBuffered - 输入缓冲事件
# =============================================
FUSE_EVENT_ON_INPUT_BUFFERED_NAME,输入缓冲,Input Buffered
FUSE_EVENT_ON_INPUT_BUFFERED_DESC,在缓冲窗口内检测输入动作并触发事件,Detects input actions within a buffer window and triggers
FUSE_EVENT_ON_INPUT_BUFFERED_RESOURCE_NAME,输入缓冲: {actions} ({window}s),Input Buffer: {actions} ({window}s)
FUSE_EVENT_ON_INPUT_BUFFERED_DESCRIPTION,缓冲检测 {actions} (窗口={window}s),Buffered {actions} (window={window}s)
# =============================================
# NavigateToPosition - 导航到位置
# =============================================
FUSE_INSTRUCTION_NAVIGATE_TO_POS_NAME,导航到位置,Navigate to Position
FUSE_INSTRUCTION_NAVIGATE_TO_POS_DESC,使用 NavigationAgent 导航到目标位置,Navigates to a target position using NavigationAgent
FUSE_INSTRUCTION_NAVIGATE_TO_POS_RESOURCE_NAME,导航: {agent} → {target},Navigate: {agent} → {target}
FUSE_INSTRUCTION_NAVIGATE_TO_POS_DESCRIPTION,导航 {agent} 到 {target},Navigate {agent} to {target}
FUSE_LOG_NAVIGATION_STARTED,开始导航到 {target},Started navigating to {target}
FUSE_LOG_NAVIGATION_FINISHED,导航已完成,Navigation finished
FUSE_ERROR_VIEWPORT_NOT_FOUND,无法获取 Viewport,Cannot get Viewport
FUSE_ERROR_INPUT_ACTION_NOT_FOUND,输入动作 "{action}" 不在 InputMap 中,Input action "{action}" not found in InputMap
# =============================================
# 通用翻译键
# =============================================
FUSE_COMMON_CURRENT_NODE,当前节点,Current Node
FUSE_ERROR_SCENE_TREE_NOT_FOUND,无法获取场景树,Cannot get SceneTree
FUSE_CATEGORY_CAMERA,摄像机,Camera
# =============================================
# TweenPause - 暂停 Tween
# =============================================
FUSE_INSTRUCTION_TWEEN_PAUSE_NAME,暂停 Tween,Pause Tween
FUSE_INSTRUCTION_TWEEN_PAUSE_DESC,暂停目标节点上的所有活跃 Tween 动画,Pauses all active Tween animations on the target node
FUSE_INSTRUCTION_TWEEN_PAUSE_DESC_FORMAT,暂停 {target} 的 Tween 动画,Pause Tween animations on {target}
FUSE_LOG_TWEEN_PAUSED,已暂停节点 "{node}" 上的 {count} 个 Tween,Paused {count} Tweens on node "{node}"
FUSE_LOG_TWEEN_PAUSED_PROCESS_MODE,未找到 Tween，已将节点 "{node}" 的 process_mode 设为 DISABLED,No Tweens found, set "{node}" process_mode to DISABLED
# =============================================
# TweenResume - 恢复 Tween
# =============================================
FUSE_INSTRUCTION_TWEEN_RESUME_NAME,恢复 Tween,Resume Tween
FUSE_INSTRUCTION_TWEEN_RESUME_DESC,恢复目标节点上所有被暂停的 Tween 动画,Resumes all paused Tween animations on the target node
FUSE_INSTRUCTION_TWEEN_RESUME_DESC_FORMAT,恢复 {target} 的 Tween 动画,Resume Tween animations on {target}
FUSE_LOG_TWEEN_RESUMED,已恢复节点 "{node}" 上的 {count} 个 Tween,Resumed {count} Tweens on node "{node}"
FUSE_LOG_TWEEN_RESUMED_PROCESS_MODE,未找到 Tween，已将节点 "{node}" 的 process_mode 恢复为 INHERIT,No Tweens found, restored "{node}" process_mode to INHERIT
# =============================================
# CameraFadeIn - 摄像机淡入
# =============================================
FUSE_INSTRUCTION_CAMERA_FADE_IN_NAME,摄像机淡入,Camera Fade In
FUSE_INSTRUCTION_CAMERA_FADE_IN_DESC,从全屏颜色渐变到透明实现淡入效果,Fades from a fullscreen color to transparent
FUSE_INSTRUCTION_CAMERA_FADE_IN_DESC_FORMAT,淡入 ({duration}s, {color}),Fade In ({duration}s, {color})
FUSE_LOG_CAMERA_FADE_IN,开始淡入 ({duration}s, {color}),Starting fade in ({duration}s, {color})
# =============================================
# CameraFadeOut - 摄像机淡出
# =============================================
FUSE_INSTRUCTION_CAMERA_FADE_OUT_NAME,摄像机淡出,Camera Fade Out
FUSE_INSTRUCTION_CAMERA_FADE_OUT_DESC,从透明渐变到全屏颜色实现淡出效果,Fades from transparent to a fullscreen color
FUSE_INSTRUCTION_CAMERA_FADE_OUT_DESC_FORMAT,淡出 ({duration}s, {color}),Fade Out ({duration}s, {color})
FUSE_LOG_CAMERA_FADE_OUT,开始淡出 ({duration}s, {color}),Starting fade out ({duration}s, {color})
# =============================================
# GroundSnap - 贴地操作
# =============================================
FUSE_INSTRUCTION_GROUND_SNAP_NAME,贴地,Ground Snap
FUSE_INSTRUCTION_GROUND_SNAP_DESC,对 CharacterBody2D/3D 执行贴地操作，设置 up_direction 并检查着地状态,Snaps CharacterBody2D/3D to the ground by setting up_direction and checking floor state
FUSE_INSTRUCTION_GROUND_SNAP_DESC_FORMAT,贴地: {target},Ground Snap: {target}
FUSE_LOG_GROUND_SNAP_2D,贴地检查 ({node}): on_floor={on_floor},Ground snap check ({node}): on_floor={on_floor}
FUSE_LOG_GROUND_SNAP_3D,贴地检查 ({node}): on_floor={on_floor},Ground snap check ({node}): on_floor={on_floor}
# =============================================
# SetLight - 设置灯光
# =============================================
FUSE_INSTRUCTION_SET_LIGHT_NAME,设置灯光,Set Light
FUSE_INSTRUCTION_SET_LIGHT_DESC,设置 Light2D/Light3D 的能量、颜色和启用状态,Sets the energy, color, and enabled state of Light2D/Light3D
FUSE_INSTRUCTION_SET_LIGHT_DESC_FORMAT,设置 {target} 灯光(能量={energy}, {state}),Set {target} light (energy={energy}, {state})
FUSE_LOG_LIGHT_SET,已设置灯光 "{node}" (能量={energy}, 颜色={color}),Set light "{node}" (energy={energy}, color={color})
FUSE_COMMON_ENABLED,启用,Enabled
FUSE_COMMON_DISABLED,禁用,Disabled
# =============================================
# ControlParticles - 控制粒子
# =============================================
FUSE_INSTRUCTION_CONTROL_PARTICLES_NAME,控制粒子,Control Particles
FUSE_INSTRUCTION_CONTROL_PARTICLES_DESC,控制 GPUParticles2D/3D 的播放、停止或重启,Controls GPUParticles2D/3D to play, stop, or restart
FUSE_INSTRUCTION_CONTROL_PARTICLES_DESC_FORMAT,{action} 粒子 {target},{action} particles {target}
FUSE_PARTICLES_ACTION_RESTART,重启,Restart
FUSE_PARTICLES_ACTION_START,开始,Start
FUSE_PARTICLES_ACTION_STOP,停止,Stop
FUSE_LOG_PARTICLES_CONTROLLED,已控制粒子 "{node}" ({action}),Controlled particles "{node}" ({action})
# =============================================
# CloneNode - 克隆节点
# =============================================
FUSE_INSTRUCTION_CLONE_NODE_NAME,克隆节点,Clone Node
FUSE_INSTRUCTION_CLONE_NODE_DESC,运行时克隆目标节点并添加到场景中,Clones a target node at runtime and adds it to the scene
FUSE_INSTRUCTION_CLONE_NODE_DESC_FORMAT,克隆 {source},Clone {source}
FUSE_LOG_NODE_CLONED,已克隆节点 "{source}" → "{clone}",Cloned node "{source}" → "{clone}"
FUSE_ERROR_PARENT_NODE_NOT_FOUND,父节点未找到,Parent node not found
# =============================================
# EmitSignal - 发射信号
# =============================================
FUSE_INSTRUCTION_EMIT_SIGNAL_NAME,发射信号,Emit Signal
FUSE_INSTRUCTION_EMIT_SIGNAL_DESC,在目标节点上发射自定义信号，支持传递参数,Emits a custom signal on the target node with optional arguments
FUSE_INSTRUCTION_EMIT_SIGNAL_DESC_FORMAT,发射信号 '{signal}' 在 {target},Emit signal '{signal}' on {target}
FUSE_ERROR_SIGNAL_NAME_EMPTY,信号名不能为空,Signal name cannot be empty
FUSE_ERROR_SIGNAL_NOT_FOUND,节点 "{node}" 上未找到信号 "{signal}",Signal "{signal}" not found on node "{node}"
FUSE_LOG_SIGNAL_EMITTED,已发射信号 "{signal}" 在节点 "{node}" 上,Emitted signal "{signal}" on node "{node}"
# =============================================
# StringFormat - 字符串格式化
# =============================================
FUSE_INSTRUCTION_STRING_FORMAT_NAME,字符串格式化,String Format
FUSE_INSTRUCTION_STRING_FORMAT_DESC,使用变量值格式化字符串模板 (用 {var_name} 占位),Formats a string template using variable values (placeholders: {var_name})
FUSE_INSTRUCTION_STRING_FORMAT_DESC_FORMAT,格式化 "{template}" → {variable},Format "{template}" → {variable}
FUSE_LOG_STRING_FORMAT,已格式化模板 "{template}" → "{result}" → {variable},Formatted template "{template}" → "{result}" → {variable}
FUSE_ERROR_TEMPLATE_EMPTY,模板不能为空,Template cannot be empty
FUSE_CATEGORY_STRING,字符串,String
# =============================================
# GetViewportSize - 获取视口尺寸
# =============================================
FUSE_INSTRUCTION_GET_VIEWPORT_SIZE_NAME,获取视口尺寸,Get Viewport Size
FUSE_INSTRUCTION_GET_VIEWPORT_SIZE_DESC,获取当前视口尺寸并保存到变量,Gets the current viewport size and saves to variables
FUSE_INSTRUCTION_GET_VIEWPORT_SIZE_DESC_FORMAT,视口尺寸 → X={var_x}, Y={var_y},Viewport Size → X={var_x}, Y={var_y}
FUSE_LOG_VIEWPORT_SIZE,视口尺寸: {width}x{height},Viewport size: {width}x{height}
FUSE_ERROR_VIEWPORT_VAR_EMPTY,至少需要指定一个保存变量,At least one save variable must be specified
# =============================================
# SwapVariables - 交换变量
# =============================================
FUSE_INSTRUCTION_SWAP_VARIABLES_NAME,交换变量,Swap Variables
FUSE_INSTRUCTION_SWAP_VARIABLES_DESC,交换两个变量的值，支持三层变量作用域,Swaps the values of two variables, supports three-tier variable scope
FUSE_INSTRUCTION_SWAP_VARIABLES_RESOURCE_NAME,交换 [{scope}] {a} ↔ {b},Swap [{scope}] {a} ↔ {b}
FUSE_INSTRUCTION_SWAP_VARIABLES_DESC_FORMAT,交换 {a} ↔ {b},Swap {a} ↔ {b}
FUSE_LOG_VARIABLES_SWAPPED,已交换变量 "{a}" ↔ "{b}",Swapped variables "{a}" ↔ "{b}"
FUSE_ERROR_VAR_A_EMPTY,变量 A 不能为空,Variable A cannot be empty
FUSE_ERROR_VAR_B_EMPTY,变量 B 不能为空,Variable B cannot be empty
# =============================================
# AddRemoveUIChild - 添加/移除 UI 子节点
# =============================================
FUSE_INSTRUCTION_ADD_REMOVE_UI_CHILD_NAME,添加/移除 UI 子节点,Add/Remove UI Child
FUSE_INSTRUCTION_ADD_REMOVE_UI_CHILD_DESC,动态添加或移除 Control 节点的子节点,Dynamically adds or removes a child node from a Control
FUSE_INSTRUCTION_ADD_REMOVE_UI_CHILD_DESC_ADD,向 {parent} 添加子场景 {scene},Add child scene {scene} to {parent}
FUSE_INSTRUCTION_ADD_REMOVE_UI_CHILD_DESC_REMOVE,从 {parent} 移除子节点 {child},Remove child {child} from {parent}
FUSE_UI_ACTION_ADD,添加,Add
FUSE_UI_ACTION_REMOVE,移除,Remove
FUSE_LOG_UI_CHILD_ADDED,已添加 UI 子节点 ({scene}) 到 {parent},Added UI child ({scene}) to {parent}
FUSE_LOG_UI_CHILD_REMOVED,已从 {parent} 移除 UI 子节点 ({child}),Removed UI child ({child}) from {parent}
FUSE_ERROR_SCENE_PATH_EMPTY,场景路径不能为空,Scene path cannot be empty
FUSE_ERROR_SCENE_LOAD_FAILED,加载场景失败: {path},Failed to load scene: {path}
FUSE_ERROR_CHILD_NAME_EMPTY,子节点名不能为空,Child name cannot be empty
FUSE_ERROR_CHILD_NOT_FOUND,未找到子节点 "{child}" 在 "{parent}" 中,Child node "{child}" not found in "{parent}"
# =============================================
# CheckSlope - 检查斜坡角度
# =============================================
FUSE_CONDITION_CHECK_SLOPE_NAME,检查斜坡,Check Slope
FUSE_CONDITION_CHECK_SLOPE_DESC,检查 CharacterBody 所在斜坡角度是否满足比较条件,Checks if the slope angle of a CharacterBody meets the comparison condition
FUSE_CONDITION_CHECK_SLOPE_FORMAT,斜坡: {node} {cmp} {angle}°,Slope: {node} {cmp} {angle}°
FUSE_CONDITION_CHECK_SLOPE_DESCRIPTION,{node} 的斜坡角度 {cmp} {angle}°,Slope angle of {node} {cmp} {angle}°
FUSE_LOG_CHECK_SLOPE,检查 {node} 斜坡角度: {angle}° (阈值: {threshold}°) → {result},Check {node} slope: {angle}° (threshold: {threshold}°) → {result}
FUSE_CONDITION_TRUE,满足,Met
FUSE_CONDITION_FALSE,不满足,Not Met
